region_id,Persons_Total_Has_need_for_assistance,Persons_Total_Does_not_have_need_for_assistance,Persons_Total_Need_for_assistance_not_stated,Persons_Total_Total
2136702,7,290,31,328
2136703,15,474,33,522
2136704,8,347,34,389
2136705,18,321,9,348
2136706,22,467,50,539
2136707,19,303,58,380
2136708,17,399,29,445
2136709,18,428,11,457
2136710,13,287,24,324
2136711,17,554,30,601
2136712,24,479,52,555
2136713,20,498,65,583
2136714,17,290,30,337
2136715,32,541,46,619
2136716,33,325,29,387
2136717,12,260,9,281
2136718,19,416,18,453
2136719,25,438,10,473
2136720,21,360,35,416
2136721,25,315,30,370
2136722,6,319,22,347
2136723,24,340,30,394
2136724,18,360,18,396
2136725,22,433,60,515
2136726,18,384,29,431
2136727,15,271,41,327
2136728,35,489,26,550
2136729,9,290,15,314
2136730,6,514,31,551
2136731,7,382,30,419
2136732,0,283,25,308
2136733,27,443,14,484
2136734,22,383,0,405
2136735,15,367,22,404
2136736,21,257,9,287
2136737,101,154,123,378
2136738,18,343,7,368
2136739,0,0,0,0
2136740,4,338,0,342
2136741,3,367,10,380
2136742,0,0,0,0
2136743,12,302,7,321
2136744,7,331,4,342
2136745,11,257,6,274
2136746,18,262,33,313
2136747,16,459,42,517
2136748,39,338,35,412
2136749,22,373,27,422
2136750,38,448,27,513
2136751,19,307,36,362
2136752,32,450,22,504
2136753,39,307,27,373
2136754,15,183,18,216
2136755,12,359,32,403
2136756,6,235,0,241
2136757,16,290,9,315
2136758,21,473,40,534
2136759,21,558,21,600
2136760,50,471,15,536
2136761,18,443,10,471
2136762,81,471,29,581
2136763,20,330,16,366
2136764,19,296,18,333
2136765,41,343,54,438
2136766,15,224,4,243
2136767,9,256,31,296
2136768,15,541,27,583
2136769,12,227,6,245
2136770,8,272,18,298
2136771,12,263,16,291
2136772,12,316,15,343
2136773,6,214,15,235
2136774,7,276,10,293
2136775,21,323,47,391
2136776,6,238,6,250
2136801,13,359,15,387
2136802,9,432,9,450
2136803,0,0,0,0
2136804,28,440,6,474
2136805,0,0,0,0
2136806,12,327,17,356
2136807,33,486,36,555
2136808,21,312,14,347
2136809,13,411,14,438
2136810,20,373,22,415
2136811,71,387,8,466
2136812,18,247,19,284
2136813,10,280,11,301
2136814,16,285,27,328
2136815,25,263,9,297
2136816,68,364,27,459
2136817,105,305,27,437
2136818,27,301,12,340
2136819,0,3,0,3
2136820,20,319,15,354
2136821,9,227,0,236
2136822,23,417,19,459
2136823,63,431,37,531
2136824,28,480,21,529
2136825,15,629,15,659
2136826,9,637,27,673
2136827,13,328,32,373
2136828,18,310,6,334
2136901,11,263,26,300
2136902,20,506,34,560
2136903,10,292,26,328
2136904,9,279,18,306
2136905,15,208,21,244
2136906,19,306,20,345
2136907,14,346,35,395
2136908,12,310,23,345
2136909,16,242,13,271
2136910,12,410,19,441
2136911,9,476,28,513
2136912,14,590,18,622
2136913,27,593,32,652
2136914,27,834,52,913
2136915,10,449,23,482
2136916,7,199,14,220
2136917,25,745,70,840
2136918,30,667,47,744
2136919,7,330,19,356
2136920,24,545,31,600
2136921,21,367,10,398
2136922,113,2401,202,2716
2136923,21,265,0,286
2136924,5,339,4,348
2136925,0,50,21,71
2136926,0,0,0,0
2136927,12,371,19,402
2136928,6,199,24,229
2136929,6,249,18,273
2136930,24,296,3,323
2136931,10,219,4,233
2136932,11,227,30,268
2136933,9,189,0,198
2136934,12,210,15,237
2136935,6,194,39,239
2136936,37,1365,106,1508
2136937,3,82,0,85
2137001,6,237,22,265
2137002,21,253,20,294
2137003,16,517,18,551
2137004,22,429,15,466
2137005,19,828,83,930
2137006,9,643,24,676
2137007,18,790,54,862
2137008,45,546,52,643
2137009,21,489,15,525
2137010,18,388,12,418
2137011,44,438,17,499
2137012,24,284,7,315
2137013,93,646,67,806
2137014,17,495,36,548
2137015,4,265,5,274
2137016,12,374,10,396
2137017,15,394,27,436
2137018,11,331,32,374
2137019,26,648,15,689
2137020,16,346,34,396
2137021,4,259,41,304
2137022,25,284,20,329
2137023,133,668,54,855
2137024,18,794,25,837
2137025,0,0,0,0
2137026,0,3,0,3
2137027,0,4,0,4
2137028,0,15,0,15
2137029,0,0,0,0
2137030,18,279,15,312
2137031,15,416,55,486
2137032,27,564,147,738
2137033,70,525,87,682
2137034,12,283,44,339
2137035,12,344,18,374
2137036,22,338,20,380
2137037,15,375,18,408
2137038,3,180,21,204
2137039,12,183,13,208
2137040,12,376,59,447
2137041,9,397,34,440
2137042,18,464,32,514
2137043,12,302,12,326
2137044,17,484,31,532
2137101,19,420,34,473
2137102,24,320,27,371
2137103,16,389,6,411
2137104,10,234,7,251
2137105,9,410,12,431
2137106,19,317,0,336
2137107,22,514,62,598
2137108,22,331,39,392
2137109,13,336,18,367
2137110,31,439,66,536
2137111,6,296,25,327
2137112,18,285,24,327
2137113,9,293,16,318
2137114,23,351,25,399
2137115,15,389,21,425
2137116,27,303,30,360
2137117,23,407,4,434
2137118,52,341,27,420
2137119,27,398,9,434
2137120,12,255,19,286
2137121,16,425,19,460
2137122,18,402,9,429
2137123,33,259,30,322
2137124,25,396,81,502
2137125,28,371,61,460
2137126,24,334,54,412
2137127,21,317,13,351
2137128,20,294,18,332
2137129,27,389,43,459
2137130,13,302,26,341
2137131,37,447,30,514
2137132,40,374,48,462
2137133,17,253,14,284
2137134,19,412,10,441
2137135,38,397,34,469
2137136,21,402,33,456
2137137,0,189,10,199
2137138,74,365,27,466
2137139,25,262,21,308
2137140,12,216,20,248
2137141,18,287,33,338
2137142,12,427,18,457
2137143,24,365,25,414
2137144,13,334,21,368
2137145,23,331,21,375
2137146,24,463,15,502
2137147,18,367,8,393
2137148,22,376,3,401
2137149,6,300,12,318
2137150,3,293,16,312
2137151,50,342,78,470
2137152,17,375,59,451
2137153,27,323,46,396
2137154,9,312,14,335
2137155,12,220,21,253
2137201,13,362,49,424
2137202,36,541,17,594
2137203,17,258,44,319
2137204,16,430,45,491
2137205,12,323,41,376
2137206,36,429,40,505
2137207,18,315,5,338
2137208,32,253,39,324
2137209,0,6,0,6
2137210,0,6,0,6
2137211,41,290,35,366
2137212,15,413,18,446
2137213,30,465,20,515
2137214,19,446,21,486
2137215,33,481,9,523
2137216,22,397,17,436
2137217,15,423,30,468
2137218,31,491,30,552
2137219,27,164,7,198
2137220,25,402,15,442
2137221,14,356,15,385
2137222,35,434,21,490
2137223,86,473,26,585
2137224,29,386,32,447
2137225,33,538,27,598
2137226,25,370,41,436
2137227,25,477,22,524
2137228,17,186,7,210
2137229,13,178,19,210
2137230,13,236,21,270
2137231,17,280,5,302
2137232,30,365,43,438
2137233,55,485,40,580
2137234,35,477,29,541
2137235,21,241,22,284
2137236,18,407,14,439
2137237,3,345,22,370
2137238,10,219,5,234
2137239,3,255,4,262
2137240,37,365,19,421
2137241,146,401,61,608
2137242,32,390,49,471
2137243,12,256,9,277
2137244,33,202,7,242
2137245,33,449,24,506
2137246,23,356,32,411
2137247,16,319,31,366
2137248,24,249,58,331
2137301,15,357,6,378
2137302,12,314,12,338
2137303,6,446,9,461
2137304,6,339,6,351
2137305,3,199,9,211
2137306,6,205,0,211
2137307,4,243,0,247
2137308,27,536,12,575
2137309,24,460,15,499
2137310,7,271,7,285
2137311,12,551,20,583
2137312,18,301,12,331
2137313,18,292,18,328
2137314,93,199,30,322
2137315,16,380,15,411
2137316,15,372,112,499
2137317,12,285,4,301
2137318,6,361,6,373
2137319,4,253,4,261
2137320,3,215,6,224
2137321,12,350,9,371
2137322,0,377,18,395
2137323,25,541,15,581
2137324,6,398,22,426
2137325,12,374,18,404
2137326,14,350,15,379
2137327,21,387,22,430
2137328,16,287,13,316
2137329,7,197,16,220
2137330,14,420,33,467
2137331,24,518,10,552
2137332,12,395,3,410
2137333,9,225,7,241
2137334,17,337,17,371
2137335,15,487,12,514
2137336,16,499,21,536
2137337,3,249,13,265
2137338,15,360,16,391
2137339,101,429,103,633
2137340,21,555,16,592
2137341,18,489,20,527
2137342,18,557,15,590
2137343,9,254,9,272
2137344,0,0,0,0
2137345,6,209,12,227
2137346,5,334,0,339
2137401,6,366,14,386
2137402,15,653,32,700
2137403,15,294,8,317
2137404,27,458,22,507
2137405,12,412,16,440
2137406,15,551,16,582
2137407,13,756,24,793
2137408,15,495,19,529
2137409,3,330,12,345
2137410,9,350,10,369
2137411,12,408,27,447
2137412,15,252,4,271
2137413,21,550,6,577
2137414,16,869,25,910
2137415,8,382,6,396
2137416,18,376,12,406
2137417,9,512,16,537
2137418,13,300,7,320
2137419,14,344,3,361
2137420,15,339,9,363
2137421,12,384,3,399
2137422,12,367,3,382
2137423,7,263,3,273
2137424,16,515,18,549
2137425,4,326,5,335
2137426,21,375,0,396
2137427,21,684,20,725
2137428,30,456,24,510
2137429,12,541,18,571
2137430,14,391,7,412
2137431,15,327,9,351
2137432,11,388,0,399
2137433,3,377,15,395
2137434,18,396,3,417
2137435,0,3,0,3
2137436,18,486,12,516
2137437,6,350,14,370
2137438,18,491,12,521
2137439,4,229,6,239
2137440,0,284,12,296
2137441,16,423,9,448
2137442,19,399,9,427
2137443,17,447,15,479
2137444,13,615,21,649
2137445,17,479,4,500
2137446,3,343,9,355
2137447,9,440,30,479
2137448,24,428,9,461
2137449,18,293,12,323
2137450,7,332,9,348
2137451,21,362,15,398
2137501,32,146,13,191
2137502,5,164,8,177
2137503,0,203,12,215
2137504,25,379,54,458
2137505,21,393,31,445
2137506,21,261,38,320
2137507,23,481,18,522
2137508,26,412,25,463
2137509,0,0,0,0
2137510,28,638,49,715
2137511,14,481,38,533
2137512,6,381,18,405
2137513,20,417,6,443
2137514,15,294,18,327
2137515,25,446,20,491
2137516,10,309,23,342
2137517,22,465,18,505
2137518,15,250,52,317
2137519,20,481,13,514
2137520,19,420,18,457
2137521,12,400,13,425
2137522,15,394,47,456
2137523,16,380,60,456
2137524,33,330,29,392
2137525,0,3,0,3
2137526,25,516,21,562
2137527,35,469,20,524
2137528,16,402,33,451
2137529,9,336,15,360
2137530,5,247,31,283
2137531,15,334,3,352
2137532,11,264,52,327
2137533,19,353,45,417
2137534,19,253,6,278
2137535,21,327,27,375
2137536,19,293,9,321
2137537,15,374,22,411
2137538,35,391,53,479
2137539,13,436,20,469
2137540,36,390,21,447
2137541,24,375,3,402
2137601,11,275,11,297
2137602,17,1518,54,1589
2137603,17,642,41,700
2137604,21,301,31,353
2137605,13,623,19,655
2137606,25,694,32,751
2137607,16,264,9,289
2137608,12,293,9,314
2137609,3,239,18,260
2137610,4,326,0,330
2137611,11,418,15,444
2137612,14,377,9,400
2137613,21,479,15,515
2137614,24,461,40,525
2137615,9,539,5,553
2137616,8,397,6,411
2137617,17,1017,25,1059
2137618,9,308,15,332
2137619,11,419,22,452
2137620,9,289,25,323
2137701,27,209,15,251
2137702,28,436,38,502
2137703,14,360,19,393
2137704,16,246,15,277
2137705,3,15,3,21
2137706,12,233,15,260
2137707,21,441,6,468
2137708,24,291,32,347
2137709,11,320,13,344
2137710,9,320,18,347
2137711,6,273,6,285
2137712,15,438,20,473
2137713,0,216,20,236
2137714,16,316,21,353
2137715,28,253,7,288
2137716,40,387,137,564
2137717,9,339,24,372
2137718,18,295,6,319
2137719,15,446,12,473
2137720,10,404,18,432
2137721,30,329,19,378
2137722,28,455,10,493
2137723,9,264,7,280
2137724,24,356,27,407
2137725,32,393,26,451
2137801,10,273,44,327
2137802,3,349,20,372
2137803,8,334,33,375
2137804,12,269,11,292
2137805,3,100,3,106
2137806,42,186,3,231
2137807,6,421,17,444
2137808,9,326,5,340
2137809,46,290,27,363
2137810,11,365,12,388
2137811,0,273,0,273
2137812,6,369,39,414
2137813,0,172,17,189
2137814,7,345,6,358
2137815,6,325,24,355
2137816,15,214,13,242
2137817,3,87,3,93
2137818,6,150,3,159
2137901,12,205,18,235
2137902,42,503,55,600
2137903,115,378,17,510
2137904,33,347,23,403
2137905,13,369,27,409
2137906,39,647,53,739
2137907,44,387,19,450
2137908,18,330,25,373
2137909,60,612,30,702
2137910,15,745,20,780
2137911,25,634,10,669
2137912,32,546,18,596
2137913,32,569,34,635
2137914,9,406,19,434
2137915,12,425,12,449
2137916,9,348,24,381
2137917,7,326,35,368
2137918,15,471,28,514
2137919,14,279,8,301
2137920,22,376,49,447
2137921,18,288,18,324
2137922,24,461,26,511
2137923,9,265,24,298
2137924,18,416,15,449
2137925,15,360,15,390
2137926,10,279,11,300
2137927,19,229,8,256
2137928,10,328,6,344
2137929,15,404,10,429
2137930,26,485,37,548
2137931,18,356,31,405
2137932,23,319,21,363
2137933,12,372,38,422
2137934,11,477,28,516
2137935,24,343,29,396
2137936,3,173,27,203
2137937,24,568,16,608
2137938,10,282,27,319
2137939,9,279,19,307
2137940,5,1055,23,1083
2137941,25,636,25,686
2137942,0,3,0,3
2137943,43,273,41,357
2137944,12,299,44,355
2137945,15,379,31,425
2138001,26,284,12,322
2138002,26,289,21,336
2138003,3,291,27,321
2138004,25,456,25,506
2138005,12,389,16,417
2138006,5,261,6,272
2138007,3,389,13,405
2138008,26,428,24,478
2138009,14,318,14,346
2138010,12,322,24,358
2138011,24,372,18,414
2138012,19,283,19,321
2138013,15,133,118,266
2138014,23,492,31,546
2138015,24,446,85,555
2138016,39,421,23,483
2138017,12,278,9,299
2138018,30,494,15,539
2138019,12,199,3,214
2138020,31,351,24,406
2138021,27,245,12,284
2138022,20,317,9,346
2138023,6,341,20,367
2138024,24,336,0,360
2138025,18,274,12,304
2138026,15,312,15,342
2138027,17,414,7,438
2138028,12,343,28,383
2138029,17,394,17,428
2138030,14,303,22,339
2138031,26,364,6,396
2138032,12,257,9,278
2138033,5,340,3,348
2138034,27,472,17,516
2138035,18,383,13,414
2138036,21,385,53,459
2138037,7,379,19,405
2138038,7,505,23,535
2138039,125,544,25,694
2138040,8,464,6,478
2138041,10,501,12,523
2138042,9,345,6,360
2138043,13,434,17,464
2138044,3,301,6,310
2138045,11,494,4,509
2138046,8,225,12,245
2138047,12,206,37,255
2138048,0,0,0,0
2138049,24,547,46,617
2138050,18,273,12,303
2138051,27,178,27,232
2138052,0,5,0,5
2138053,14,363,26,403
2138054,35,303,27,365
2138055,3,389,12,404
2138056,13,456,6,475
2138057,23,332,37,392
2138058,52,563,15,630
2138059,0,7,0,7
2138101,15,402,25,442
2138102,6,367,18,391
2138103,0,394,3,397
2138104,9,362,30,401
2138105,4,390,21,415
2138106,7,400,14,421
2138107,49,235,11,295
2138108,24,242,21,287
2138109,28,376,21,425
2138110,3,351,18,372
2138111,0,227,0,227
2138112,0,309,3,312
2138113,8,503,30,541
2138114,0,511,0,511
2138115,14,444,21,479
2138116,12,455,15,482
2138117,9,274,6,289
2138118,3,325,3,331
2138119,8,198,6,212
2138120,12,501,27,540
2138121,5,285,4,294
2138122,4,360,37,401
2138123,0,270,12,282
2138124,12,546,15,573
2138125,8,476,27,511
2138126,9,232,18,259
2138127,4,308,11,323
2138128,82,181,6,269
2138129,10,374,31,415
2138130,9,452,22,483
2138131,15,264,13,292
2138132,12,487,9,508
2138133,12,262,3,277
2138134,8,550,35,593
2138135,15,339,12,366
2138136,6,361,21,388
2138137,25,517,23,565
2138138,52,405,16,473
2138139,16,421,12,449
2138140,4,253,6,263
2138141,17,376,15,408
2138142,9,340,12,361
2138143,15,416,10,441
2138144,9,237,9,255
2138201,12,465,37,514
2138202,0,225,10,235
2138203,9,370,32,411
2138204,9,445,22,476
2138205,0,3,0,3
2138206,6,257,18,281
2138207,15,200,13,228
2138208,4,302,18,324
2138209,9,362,9,380
2138210,20,295,19,334
2138211,11,402,15,428
2138212,97,411,47,555
2138213,6,288,6,300
2138214,5,230,16,251
2138215,7,483,19,509
2138216,13,532,16,561
2138217,8,688,10,706
2138218,21,456,9,486
2138219,9,403,8,420
2138220,18,550,27,595
2138221,18,403,35,456
2138222,12,446,51,509
2138223,3,318,12,333
2138224,11,449,58,518
2138225,9,301,21,331
2138226,11,299,23,333
2138227,53,598,38,689
2138228,30,686,16,732
2138229,13,502,141,656
2138230,7,303,10,320
2138231,0,361,3,364
2138232,18,577,8,603
2138233,9,548,38,595
2138234,9,248,15,272
2138235,9,264,18,291
2138236,4,337,18,359
2138237,9,297,21,327
2138238,17,504,3,524
2138239,16,444,8,468
2138240,22,401,3,426
2138301,9,201,32,242
2138302,17,461,15,493
2138303,8,226,15,249
2138304,13,306,25,344
2138305,18,367,12,397
2138306,10,527,46,583
2138307,36,550,58,644
2138308,6,212,6,224
2138309,18,264,18,300
2138310,28,439,19,486
2138311,23,480,30,533
2138312,17,296,35,348
2138313,17,186,22,225
2138314,9,315,7,331
2138315,15,261,22,298
2138316,35,316,26,377
2138317,17,379,19,415
2138318,0,225,26,251
2138319,16,375,39,430
2138320,28,289,25,342
2138321,14,329,75,418
2138322,24,269,9,302
2138323,19,437,48,504
2138324,12,269,27,308
2138325,8,415,46,469
2138326,33,333,20,386
2138327,19,341,15,375
2138328,22,413,42,477
2138329,29,349,30,408
2138330,44,227,21,292
2138331,13,349,37,399
2138332,21,260,25,306
2138333,21,188,3,212
2138334,18,359,12,389
2138335,12,319,85,416
2138336,18,343,43,404
2138337,18,341,25,384
2138338,10,298,21,329
2138339,21,346,45,412
2138340,0,0,0,0
2138341,9,194,19,222
2138342,10,426,28,464
2138343,3,361,24,388
2138344,9,342,17,368
2138401,40,419,33,492
2138402,42,343,12,397
2138403,11,174,8,193
2138404,24,327,29,380
2138405,130,289,44,463
2138406,169,371,33,573
2138407,0,0,0,0
2138408,23,380,23,426
2138409,33,487,39,559
2138410,18,279,15,312
2138411,14,246,28,288
2138412,14,270,9,293
2138413,12,305,7,324
2138414,30,442,70,542
2138415,65,166,64,295
2138416,39,368,41,448
2138417,31,248,77,356
2138418,57,457,28,542
2138419,62,340,19,421
2138420,38,395,24,457
2138421,23,363,19,405
2138422,13,208,3,224
2138423,105,745,21,871
2138424,19,457,23,499
2138425,6,444,21,471
2138426,15,289,30,334
2138427,22,259,9,290
2138428,26,230,15,271
2138429,42,406,25,473
2138430,41,301,21,363
2138431,52,446,36,534
2138432,27,315,25,367
2138433,17,191,9,217
2138434,41,446,22,509
2138435,37,401,25,463
2138436,18,360,18,396
2138437,11,240,13,264
2138438,29,266,10,305
2138439,12,250,15,277
2138440,15,331,55,401
2138441,27,384,8,419
2138442,32,335,19,386
2138443,47,431,20,498
2138444,20,286,14,320
2138445,25,238,27,290
2138446,7,250,10,267
2138447,15,403,6,424
2138448,8,651,15,674
2138449,7,227,15,249
2138450,37,350,24,411
2138501,3,276,3,282
2138502,7,270,24,301
2138503,7,453,10,470
2138504,22,387,12,421
2138505,9,246,4,259
2138506,12,289,14,315
2138507,3,203,17,223
2138508,17,430,32,479
2138509,12,256,7,275
2138510,15,301,16,332
2138511,12,297,9,318
2138512,9,311,9,329
2138513,15,365,15,395
2138514,20,384,36,440
2138515,6,264,7,277
2138516,102,461,18,581
2138517,19,503,6,528
2138518,10,325,15,350
2138519,30,397,3,430
2138520,41,323,19,383
2138521,0,293,18,311
2138522,12,301,6,319
2138523,15,453,21,489
2138524,21,261,10,292
2138525,12,380,12,404
2138526,15,255,15,285
2138527,9,493,27,529
2138528,9,431,23,463
2138529,18,659,19,696
2138530,13,290,11,314
2138531,12,326,3,341
2138532,21,396,6,423
2138533,13,383,12,408
2138534,18,352,9,379
2138535,33,475,12,520
2138536,3,287,5,295
2138537,24,621,17,662
2138538,11,284,9,304
2138539,6,272,13,291
2138540,8,320,12,340
2138541,15,264,9,288
2138542,15,354,18,387
2138543,12,280,26,318
2138544,8,222,5,235
2138545,0,203,3,206
2138546,13,316,24,353
2138547,3,210,9,222
2138601,0,147,3,150
2138602,66,259,32,357
2138603,19,241,9,269
2138604,28,341,20,389
2138605,21,202,19,242
2138606,81,313,12,406
2138607,21,237,11,269
2138608,40,323,15,378
2138609,12,318,3,333
2138610,21,270,8,299
2138611,13,174,9,196
2138612,21,496,11,528
2138613,13,343,3,359
2138614,13,386,12,411
2138615,38,204,10,252
2138616,20,327,20,367
2138617,16,256,3,275
2138618,20,205,29,254
2138619,25,328,12,365
2138620,16,263,16,295
2138621,27,415,9,451
2138622,24,264,15,303
2138623,37,430,31,498
2138624,4,43,384,431
2138701,15,324,19,358
2138702,6,335,24,365
2138703,7,224,17,248
2138704,15,218,15,248
2138705,27,278,10,315
2138706,5,304,14,323
2138707,8,290,0,298
2138708,9,314,3,326
2138709,7,142,3,152
2138710,33,222,16,271
2138801,12,400,0,412
2138802,30,326,23,379
2138803,21,290,28,339
2138804,21,534,19,574
2138805,25,457,14,496
2138806,21,415,14,450
2138807,105,509,24,638
2138808,22,392,24,438
2138809,26,309,21,356
2138810,43,354,31,428
2138811,10,307,5,322
2138812,33,433,12,478
2138813,13,472,6,491
2138814,21,373,12,406
2138815,21,239,15,275
2138816,20,455,30,505
2138817,48,673,21,742
2138818,15,401,21,437
2138819,6,313,3,322
2138820,12,199,13,224
2138821,37,452,6,495
2138822,39,397,26,462
2138823,31,636,29,696
2138824,24,368,19,411
2138825,18,289,0,307
2138826,7,345,16,368
2138827,0,209,9,218
2138828,18,652,38,708
2138829,13,408,15,436
2138830,18,338,22,378
2138831,22,287,38,347
2138832,28,398,15,441
2138833,17,351,12,380
2138834,48,247,13,308
2138835,69,368,10,447
2138836,14,416,15,445
2138837,15,324,3,342
2138901,6,221,12,239
2138902,3,215,4,222
2138903,13,298,9,320
2138904,10,315,13,338
2138905,0,215,16,231
2138906,6,195,12,213
2138907,57,327,26,410
2138908,18,319,9,346
2138909,9,225,13,247
2138910,12,271,6,289
2138911,10,297,0,307
2138912,6,238,3,247
2139001,15,234,9,258
2139002,39,244,6,289
2139003,18,246,9,273
2139004,15,218,9,242
2139005,9,199,9,217
2139006,0,29,3,32
2139007,6,255,6,267
2139008,0,0,0,0
2139009,15,247,12,274
2139010,8,285,9,302
2139011,3,220,0,223
2139012,9,242,0,251
2139013,9,262,7,278
2139014,37,204,12,253
2139015,33,169,3,205
2139016,24,409,3,436
2139017,51,288,54,393
2139018,3,112,9,124
2139019,71,388,12,471
2139020,15,219,6,240
2139021,12,259,21,292
2139022,25,288,9,322
2139023,38,169,6,213
2139024,20,204,8,232
2139025,9,140,3,152
2139026,15,210,14,239
2139027,17,255,8,280
2139028,44,217,15,276
2139029,6,172,9,187
2139030,0,0,0,0
2139101,6,155,3,164
2139102,46,437,33,516
2139103,41,474,27,542
2139104,27,309,4,340
2139105,15,257,21,293
2139106,15,292,28,335
2139107,24,360,10,394
2139108,9,218,15,242
2139109,66,265,3,334
2139110,27,400,9,436
